ID,A,B,C,D,E,F,G,H,I,J,W,X,Y,Z
11,4.655831131697131,5.200669919618099,2.8862003081613787,6.801026152311302,0.019235033585158767,8.059070611057502,6.545079385282183,6.017180827868433,8.583292946585178,8.309999536515832,11.898213096558301,-13.236072513360337,8.184008018318977,-17.925965609398112
12,0.611284378852126,6.9468543742611715,0.8396370918502649,2.972886425717415,9.526033445672438,8.740900730977252,8.407078804678692,7.484047513600199,3.883564741671953,1.7176218576592528,10.844396893731165,-24.301610816599055,0.9946159669128726,-28.335407729912752
13,0.5433447175237416,3.3050030280956086,8.849985226458834,5.039248028845993,1.0463352730763509,1.8839799437420934,6.302595089943103,7.611661320241005,1.075117175886381,8.423229243355447,7.701369853558159,-15.58625052800667,0.39043933855853097,-27.651398176946802
14,2.7226907530753985,8.691128542823572,6.138084613584662,2.5497187659142018,9.02389790586098,0.5011938715024289,4.668294739987982,2.7575036181433568,9.80697523576737,1.9134525972689465,7.244063311622323,-15.184260225556944,-5.619201981748063,-17.582788418359343
15,6.440356884482011,6.305497266806067,0.12670430973746538,1.868662882104839,6.301672073951145,7.169053731885998,6.086574140115088,7.584611421475302,4.270812333295768,2.3770655288199602,13.181433876983307,-10.689612128293769,-2.559925812904666,-21.01825073147909
16,7.86097328284428,9.683699641191163,8.37397460014554,7.8561287879699035,0.614376832504252,5.895713344402528,1.031168311197972,3.7817647695341283,5.0702680208650115,1.536354934353883,8.73352169653095,-15.677209811081763,1.501147375069114,11.381018388961886
17,5.61406978957737,8.173217739214873,0.021653266089063372,1.2262452415050284,4.795497998718616,9.139794751743526,8.374112053386574,2.277974403681351,0.4975192749225865,3.027669718818211,4.911358293945587,-14.564605316914006,-4.959799746619849,-23.17748251068796
18,0.7275332198059026,4.580086291133836,8.877578068516417,3.4646666903955357,4.8745261760515,3.350763093938147,6.412349853363248,7.2795233722958,5.908235124414638,8.34289221414301,6.753419076817295,-15.712244024593431,4.278168240302328,-26.915349150010137
19,8.764909998443306,0.48450878962412514,2.665891697528896,6.066297109682253,0.8959550541663452,0.5669313185306624,8.983072596432063,3.173296592731225,0.020045197488244293,2.5356401735652137,11.216765346010211,-8.592499168532338,-10.949265350855642,-36.0943092661267
20,6.526002544636698,8.389016575686188,7.242333460529931,0.7345018644434864,4.693268023745003,9.959562097518326,7.945723997451491,5.414429598256412,1.400371804825865,8.266768330184677,6.019052007042772,-22.059092063084545,4.876383270115532,-9.958303618764965
21,0.35441449920459167,0.34056962864188356,8.57508531370443,5.152762589976643,3.476716252792783,1.9228373067989313,3.281909924807379,4.36066614014452,4.242165556474053,6.320347742410689,5.538483221161604,-13.82906576929022,-3.426953198092682,-23.277249404016537
22,1.0363362670242016,4.874846185259515,2.898074080274097,6.227759438820834,4.575044896039771,9.347042808589393,5.847798171374188,9.238126900792253,6.0393989830716235,2.326360291148879,12.288666134561868,-21.899354516861013,1.1707385446425649,-25.247266354336197
23,4.405188627357143,2.9010126439311925,8.211421979750677,3.5718769144162765,4.760301985992817,8.895592696927629,7.48548542262864,4.9668609239641315,3.389728281053237,4.979728862597987,6.878274689394422,-21.468762680280577,-2.4560071568949255,-24.965618626582263
24,8.773334405627986,2.402060181396787,6.49307096240189,3.1457961990514316,5.148790479297878,3.155350521417618,1.990357302744149,2.0911362271644505,0.5692919820941311,6.030248200006828,9.651110102106244,-14.096651914878343,-11.214042603518285,-18.221581541673004
25,6.674619246848669,1.5296666539981285,5.216798723473019,5.246804405832161,0.8398755278297076,9.870655228544551,4.114018897575015,2.1500884251092343,8.709458299855271,3.8682512411606917,7.387040399480888,-17.138140914715546,2.583567732182261,-10.1869881501802
26,1.5611117258224694,6.376212975818469,0.15236126164328123,9.265409254964187,7.760144015568244,9.061231089316976,7.314069264339223,5.006879280402234,5.699396525162274,2.0862639556216167,12.73111592949527,-15.31482234715621,0.9297555180958433,-28.1814202918848
27,2.896790293136794,9.811147788255278,0.4999020946689725,6.037175037556559,1.8553229688547312,2.651703449227557,1.3432306955578444,6.498141717529851,0.14707004379168942,7.129348178734652,12.792545012835419,-6.276411317021571,-8.009122204903974,-8.72262329797765
28,1.0039782868703495,6.585178126619889,1.036540404877515,8.476967642387836,6.062646719096092,9.692916469038003,1.1504183821793434,3.454293835252086,2.2435928617398093,7.33020541451996,11.480071250364428,-17.950586699895737,0.20648655151936013,-21.01520252972874
29,7.582278765286245,3.3471821467219987,7.536554288381345,6.415504703246938,1.5367035518214667,3.520961255527306,3.0854248595369214,5.136840727244145,2.6942111073018147,4.2778056347484235,10.10254229704922,-9.63969587093421,-2.690632791286083,-10.753815345621662
30,8.029813905159497,9.65379307046204,5.366065382333734,8.438110839577801,2.980411568571535,9.510964090007088,4.242353405762591,6.8871272114941995,1.8332557163471586,5.856189873364761,15.099700363522482,-7.675409944959258,-4.608234155374606,-8.410134574061232
31,4.686783948762883,7.138371732480854,2.3174572346501963,6.28364494998051,7.389292200124132,8.546883388692965,7.916366658048703,8.84011900806534,1.9431737031082164,4.089784577931593,15.448744345266743,-16.8894003895093,-3.6644325390898653,-15.790870794351259
32,4.480602367465268,6.786408740304828,8.298695755177016,6.791216502507721,7.121018498845424,0.9778900854416905,7.347508704359588,9.577429096334395,7.152033407626971,7.743883788632326,15.797547106626435,-12.654094350768803,-0.6361998706544013,-10.588785738685957
33,3.226192790086678,1.5094488873145784,8.290617001388812,2.2415169322355686,3.781968076473874,5.614775376398761,8.613848391961081,3.3326412441403774,0.11272711516864042,9.712208264613839,3.249117429420611,-27.48453905513278,-4.404161648594707,-28.193565860912052
34,7.266760043833132,5.6159584877363065,6.168901249568993,5.915270827171274,6.055483571986181,8.529511988130071,8.247883959428378,0.7761789684347931,2.4555188332808022,6.0199892843053195,7.894796556141213,-18.328076596536206,0.027954761195272404,-23.624519449948338
35,7.465891719955352,0.7471732936033859,7.75190996744565,3.3095683863997802,1.5960710320013838,2.1441732871249575,8.33446647855001,7.2665826648449805,6.8893479823544155,3.6857202115221464,11.000616860665124,-10.532076050585527,-2.0473883932797445,-29.49041016260596
36,3.708046359506473,9.904135528860753,5.518870351217248,5.866047093211737,5.906623191811798,1.1378972634899887,7.752809033906029,4.0668045430440625,8.823112425523977,8.050596381471738,9.359238032585141,-13.54779514212173,0.7919777828873993,-12.062078268605102
37,9.882820662367024,5.744986562600694,2.7796475676389445,9.021730560732177,6.5515100350443864,9.659273086271284,0.4712326866804639,0.25516824059111265,7.439909933543204,9.95857229016461,16.212241109119855,-19.384528437155474,4.316016867872146,-26.01075900951338
38,4.059828237908834,7.013900938146098,9.308216644618554,6.736400733599936,8.178751322905976,0.15093119056469928,4.799823102364238,3.5787029814877513,3.216922356280272,0.5677508684327559,8.971778353370599,-10.701902482590494,-1.8797448721408803,-5.47233096648241
39,7.83171638116031,1.5286193549647908,7.697488129770042,5.1334000429013695,4.967504219753992,5.012983073872874,6.091410004140493,2.813690624981837,6.192592094744262,4.944322644019153,11.045893513056706,-17.266201828830894,-3.70170189803994,-29.47334631094255
40,1.5773989470718053,1.5060524064048042,9.798771755873156,6.90734011963094,6.870312145055513,9.618752763284391,4.674943342840333,7.483129717522251,2.19837738051286,9.54525227968417,11.433067208811522,-23.777923810681106,-2.1697071413888,-23.055477374234172
41,9.964592913657384,3.692312389705231,4.492755290071496,6.348884997294545,7.287128902244808,1.211015333909875,3.1554842881480316,5.267409897789071,2.9852010802512163,6.385235896448882,18.923845301736804,-8.886088666906259,-9.94224662811449,-5.987964039767876
42,5.4362209096698235,3.4271291930339687,5.77541607637449,4.262490240627679,6.013828439688646,6.745527560459922,4.918633191467871,1.8253275079092335,2.090838780868439,2.2992801245980807,6.496234210805798,-21.38968370012683,-4.214687631767506,-13.466004447251132
43,7.766560009037081,4.872027879975271,5.820682639030602,8.71272228088236,8.722353452096684,1.2564258414175378,3.977738925818315,0.4237286518861738,9.890476147533581,8.528401095036052,15.351424442154427,-15.217526454560725,1.5472526973028065,-14.608868597164694
44,7.474886765903593,8.912756708052914,2.104913971095069,1.2413286398688772,4.515121302302899,5.995357403350279,2.5790396618108824,6.72502645091015,7.333330721386531,1.5543556592959484,12.670285489859202,-14.541270460116696,-3.679523793569844,-7.110496487517015
45,2.9981668933843055,1.1742779120912683,9.72735790256001,6.0657715965978865,5.987590518405441,7.257421875504216,7.976398133912487,8.545133752265947,8.028817349704736,2.0034980077401676,12.204660907639333,-30.212273441350597,1.3502747578826482,-22.34816306624691
46,2.6762581322967396,9.02631661120578,5.659119085623585,2.944909377554772,1.4867868821471175,3.659305776694297,6.526175596045386,8.527290879596825,6.509532965519693,8.62854959876634,8.66845195006647,-10.290783347176948,8.443637974763273,-13.040625519969256
47,5.233488038655487,2.8522360812726655,1.5615952629205054,9.586332081605478,5.556130819945302,0.8016394484193234,9.680772000222271,5.751738369365334,2.0822720899501634,5.913702105735698,16.429445858329014,-10.070974007139387,-6.899425496592658,-22.57588837787607
48,6.298589563253944,5.664854189822877,3.3575236506019426,7.881112378244266,0.006127122854353573,4.276180959266994,4.660607291616834,4.427518204289155,1.1778307870662796,9.260791635050323,12.421141942004013,1.340929478813775,3.4531514875151332,-6.97245958378847
49,0.24120865584674078,7.005888878459253,9.632657864031085,5.769968565975949,6.992060809750379,3.52576605598148,9.739633637974599,2.8168393601961625,5.404977008886622,8.630327721826756,4.37477200695452,-20.528924586903127,7.4257752700671995,-21.609881495810242
50,8.796092860334944,6.13424259848914,5.635627392363178,9.085045120742086,9.462865883667419,2.742040563995851,0.7134493112291651,1.3407994541205481,1.8782704945035167,3.9489995438584815,15.058633109896071,-14.714245974417857,-8.426617605426559,-4.41711563081122
51,5.14181927843695,4.262662622603525,0.5195204900826267,8.50558204860288,6.253007483589671,6.60521499927027,6.488679107322004,4.143074578297511,7.673014559296601,6.688265030044082,15.013603177009518,-14.30458462975145,1.7338754733217152,-30.250328262345256
52,1.4600665930503354,3.0689061872360757,5.087157636770094,8.4047428779792,6.435005270772953,5.995181817510758,4.901264361495242,2.8137493972356866,1.661041600638894,0.350917684028651,8.764530397750256,-20.12716914728773,-0.3338668451755542,-18.453260785556935
53,8.634328184674636,4.871577781202115,5.526282102641771,6.680421957374007,3.6938911357131077,9.231396838879276,3.2593056799310007,4.8467774248907105,3.722231660117008,9.830811074148023,14.559281903444543,-16.724096942762777,-0.1474925406687142,-14.962254537987294
54,0.5888853822841122,2.358192823257218,3.191213450455531,7.315499055456192,8.243657214248364,9.758643958581779,1.323715643338279,0.8465690811202875,3.1956751388178493,2.8068884387934636,9.3345424159129,-28.617752351036568,-0.4756852336907196,-13.423435642985003
55,0.8892122497487165,2.3040724257224667,4.2308267473059145,2.1993214685430775,8.946079971832882,9.773307441998933,4.890423050233981,7.177858659947752,7.92450461765109,7.314332225326272,11.197304902009833,-22.62369432309927,5.632077381587206,-29.82043663103316
56,9.7878524405917,5.8036737970635475,7.567592510421593,2.994325523889315,4.508918339557029,6.395289214038603,7.729058944661364,0.4765457539072848,1.28775634843726,9.80897781291607,6.61364453747164,-16.55978952201093,-1.0345920595561315,-28.306051536715483
57,9.116077844601575,3.0740966748894683,0.6756487223195418,1.2689775976108775,8.079998827412478,7.0712274904825065,1.1851014753836442,1.489674712610748,5.7994497721523945,4.13188607703126,12.45366150107386,-20.342014597408077,-10.609638330679187,-20.583550554692682
58,5.760072533361398,2.9850031784315223,0.569975187905919,1.132138374853462,1.4972958908909595,7.565422874768846,3.6094824390500557,2.6175786573619,5.863564759989216,0.8459260263758095,6.358740708066959,-13.37793520908369,-6.199065361796855,-13.801593665980828
59,7.331249883590836,1.8931498699710891,1.0816198800105548,0.43395721574590485,8.465773764764675,7.409481732340195,0.44740262327307545,7.3854288678152,8.229090986617608,3.1054369319248645,17.32215888195786,-24.330429060596266,-4.720343409996165,-9.12385068984206
60,8.848540266829163,8.921409618076169,8.148356772450732,7.341100864231755,3.749362182521919,5.503519808154156,6.052973562900154,9.60396707012334,8.954075235573487,9.28236366442461,17.8593236122924,-14.637881467303824,4.44347887329387,-7.486593945162994
61,7.229876182274752,6.998218061844766,4.043558921222273,4.785583462987603,4.9424810682867,3.2505000341152757,5.033837080860559,2.367216987823716,8.123034168202611,1.8313688047414933,8.904326407872333,-3.2604355183890954,-3.3962761730778066,-24.358634181026638
62,9.49799874829508,8.597387183152952,5.459471935259881,1.5664492316699397,6.647601070752156,9.760394015295342,0.08671689068843635,4.9716244855502145,4.16074847653676,5.111721178840167,11.642858478897939,-17.27755924772839,-6.872856369768813,-2.6727996924916386
63,2.357516559672365,2.1904856131987427,4.099586403883071,3.0463344427266694,5.8004866443482275,2.3700328428644832,4.44727285728,3.3722783473703597,0.06861359461665106,2.2981749168956633,7.848743868372544,-13.129214570492573,-10.615626113011523,-29.547985621630144
64,2.1662059276311583,9.788495103640036,2.4074341644804553,8.552861047790651,1.8877064562651436,3.2994740145601864,3.9483802794554226,2.5096693205877063,4.514455485035727,2.744891102829735,5.554576572024457,-1.1215556712576635,-0.21539505844963114,-20.44160110498956
65,9.769903813782538,2.40812820131603,2.4369801145446646,8.710374856294333,8.971585768925824,0.24712762625656803,9.782538413890393,1.2371343180179772,3.721161240018743,3.3847074392839227,17.38736759934656,-12.755600382251572,-10.434108988871534,-32.61279623893941
66,5.802065436451091,4.815183542852905,4.320287794222372,5.207078305166321,8.765315726205959,2.2948279265821983,8.469995387204301,9.355777258290185,9.043773436040714,1.332847840900766,16.955199850864492,-22.239901858788052,-3.238663245424556,-25.35472457764991
67,3.5320683578978485,6.59607696778767,0.5394522439325877,2.101044740391326,0.3492839699014261,2.7605503402653717,4.54283455990558,5.908360090528754,8.077757286123964,6.648031545194474,7.71946200214795,2.310398848279911,2.7277781731242845,-9.587851715156532
68,1.6144507873687763,3.82154578769844,3.6615635356549747,6.811884520538066,1.0080176938212826,8.918550791518985,4.858524310268823,4.6566195659483895,5.571638451766264,8.62402997996404,8.395093809249369,-13.962856020259974,5.728466963259946,-20.083752618798925
69,7.638796810838953,6.738216782211051,7.963991564964684,3.896395284060249,1.6614414398456379,0.6713695485731663,3.467411469573076,5.300850283683395,8.926712550411933,3.9138990891805725,9.038192985740054,-4.186707006443297,-2.196675150801042,-3.2254618879563797
70,1.007900130000251,7.92373583685584,7.758669473889136,3.8442790280739727,4.810418741237228,0.42985526391305706,0.8141690241452759,4.856454061577912,5.413950514899257,9.726297747614936,7.490800658916429,-13.643458957830013,-4.330364654415617,-0.63672254033116
71,1.598539495244552,1.8564786421654234,2.1269657593724722,3.0296838532304813,0.29737259648374925,6.933002669614958,7.3067068576440235,3.7168328741460144,8.329195389644333,4.717255345051978,5.250954757680601,-17.847026422326632,-1.9509625556462133,-31.09116060183407
72,9.177277376342277,8.554379830174515,9.969779308875166,9.79102716866981,8.268824076363053,1.1529202986127518,1.106454790671536,0.718787445423752,6.753552018436717,7.695165026675306,13.958328177629957,-13.358438834397164,-1.5570750681642165,-1.1360033357955395
73,6.919019116824769,3.7593655654630407,1.9692093191368476,1.487115442214817,9.546835812529286,6.2260666760354235,4.6473888170828035,7.006244019379965,8.174584272785932,5.286356413034383,17.58003578829832,-19.191887540971678,-0.3586427058246213,-17.201142710519647
74,2.3379750344751002,4.027681199074559,2.4291571236645537,9.295117155069136,0.1918412832594385,2.288548231776474,3.510826576924978,7.339397984595806,6.90954343292773,0.7605456953897505,11.363988880552931,-8.536736407198376,-4.576959484577403,-15.977996094569995
75,3.214710365621535,1.4322316884808661,1.253142126475092,6.333169719218318,2.555728741801424,2.540075783301071,6.732222303286603,5.529245024764476,4.007831581055305,8.088172096910263,11.866084506631996,-9.430566552782642,-5.288688129786227,-20.7434082389599
76,1.2165231200241156,5.715002129267407,7.478459637416305,9.133904398201263,7.97201792248281,5.081850791513462,9.537172076669268,8.478988444254895,8.064632106506682,7.9964100690091255,15.14450996399712,-28.958450274315254,3.633307556271439,-27.239947993390512
77,2.073947603473848,0.7217809518250273,0.25558595643530135,1.7004272746521176,6.804897165669175,0.5746121255434455,1.7639868372924328,9.494083947970948,1.2840051455290824,9.309730697896699,18.921072673031567,-18.981171534373022,0.012716321757195281,-15.777453367179543
78,7.106809123983703,4.874265980654568,1.2431244986821,7.544900741634634,0.7811521473908323,7.528448320826655,0.8325433057122233,6.8236372210187675,9.053200910555507,7.79712507949845,16.743479790485218,-18.93658985016504,0.12165382385844437,-13.008091659564561
79,8.71203636276628,8.078442565559858,9.276710967555939,8.42548892698788,9.751154109056046,2.293202228559564,2.012600151533438,8.040040968228585,6.190591042235003,2.550256662317514,20.4134902816103,-13.515301092110846,-8.91843192329585,-1.8331625010761883
80,8.903418718204595,3.182558403117006,0.2796671040795462,9.752170930599993,6.018727868447783,7.6107958964813545,3.0284584970025543,2.5513983723510956,7.043799563211396,7.390550953313389,18.53835704864616,-11.38417950748856,1.5244369720841393,-29.245651286815864
81,6.604363925377984,3.196613622214616,1.9956292133076936,7.461351016271951,2.058450901522294,3.906174993144317,2.307989479901246,2.1436025581325713,6.823272797943725,7.190629425722682,11.997680753099104,-4.616507352563547,0.26975768217754714,-12.384346352927961
82,0.6003327797385849,4.537414321996146,9.216783047,0.03665251379203038,2.5678291472179247,9.999605471189101,0.08516262591145685,5.7062046344781,0.7747775227517728,9.891037351281915,1.9325731403515232,-34.03486818647731,3.215081098395175,-23.8035134643978
83,7.361043222373153,2.438965125182815,0.11501309150917405,6.859103880115244,9.142531022692888,3.9117233994425806,4.513123563483029,2.3860527485033565,3.4157562138112363,1.207784673650465,17.445381455880415,-9.491444402239022,-11.655792382227617,-16.337724692331925
84,6.392242079542504,0.21163702627680303,6.961208402453687,4.337914651801369,2.308355051279467,2.637389047975225,3.899956069760729,1.9533824885667672,7.064021567600629,2.5545569239071386,6.444333652362565,-10.433188952659918,-4.522860970387088,-25.48429223293109
85,1.9864909778272588,5.521657670427747,6.916932562441891,7.916936368106656,7.536359486403193,9.938635933542095,2.7002165701966785,6.027204950396063,6.4228978343674035,7.34127177232046,12.706215262839354,-17.918565112358095,0.16999636896795156,-10.428656274617635
86,3.694485829250568,5.755592728236186,6.8908299990618795,7.961589698191325,1.0170389711243488,3.3712786769658942,6.64689789347873,4.435772996720557,0.1740471943699684,1.4241093394564586,6.0823795722201295,-6.057201318537095,0.06979026960527435,-20.509610928226678
87,3.753075787913583,9.778757729448186,7.571285435772337,9.142891350066462,3.8214094493514272,7.872252639865756,9.056595928929069,4.184933780044066,6.969558368904679,8.938657841867713,7.756328942140575,-19.677071060878674,12.563821827902308,-18.437154061567497
88,1.1756681462305496,8.195779470835964,1.853918815632728,4.201186226018557,4.146560404902807,3.6074446908060653,8.191065380633725,8.316612229212595,3.7372808420381998,2.561529504052933,9.270127233009827,-8.503189293967388,0.5245123327103949,-37.17172006381497
89,8.252545311803242,0.747416469877531,2.1214195164293015,7.225347019870548,1.9521409341650953,9.119042863057544,5.958183239222025,6.700030832855385,3.149882260664554,1.235703979240188,15.356281485006548,-12.515796654499013,-10.79997955362431,-23.89159313453122
90,3.4828712262665054,0.4086621788735578,6.852782304639149,2.0727815492588286,7.386206628746788,5.147957789703639,8.81164394349691,0.80900079871847,7.1800159201283105,6.559313821828999,5.861531054606666,-29.953087805416207,-6.100267732492177,-37.249035027680655
91,4.232303794860352,6.458243458053596,7.7034852684405255,2.983669473894185,5.165376838345325,2.9157105208139287,4.850766852576846,8.442877760521009,8.827173283536387,8.787443073565555,12.179391900808278,-8.444724345506277,4.2749230315473605,-1.3882250146054176
92,3.910717484992042,6.15452389993486,0.11330336366617844,9.123342736914108,8.29659726436638,1.4992018331651036,6.666352733003555,0.6567132384214547,8.929113028228532,0.20930004643429312,11.535229208739992,-9.189141167837732,-2.0565268756028097,-43.90943048965339
93,4.786558040640676,9.206258451038398,7.262865363305391,8.312651936075747,7.366836692517148,1.922349271895033,3.3425677307640553,4.806285051534159,2.268957176116996,2.9944706142140842,12.219820703268704,-7.66356774207256,-4.2494573973421055,3.030020878693364
94,8.467107476860553,9.743483323569887,0.87885572539118,3.9857323313026405,0.9083639449298708,7.015838503969473,3.1266370821114595,6.101098614544467,7.865837461579176,5.043935520808354,13.013574505387048,-6.345291998022844,0.6171620419939805,-11.765580567012599
95,3.7940755303493123,3.007021633935183,8.712569428218645,7.719459603793957,9.463395088791712,8.354934865860086,8.345222437827413,0.2424662911087938,7.81488540400176,2.968634388453041,7.914512309396628,-31.445492014598408,5.187254478463748,-28.442367669059283
96,3.865384873456027,9.914475081257905,0.6447483317160119,9.50023113833913,1.4027868735327154,5.411128265597032,6.0110045193140325,7.2180903124611815,8.651723133886104,4.800300563637783,14.44792163775854,-6.286598280031209,1.9044820303168444,-21.412550026663006
97,6.868183655141602,1.9948192350798488,2.5772569273761494,8.673988205378866,3.657429562321226,5.920970245795033,1.3667469826573975,7.226048707646449,2.625609020102655,2.8776864615272935,18.202033406385965,-17.154346127658922,-10.55084348029773,-9.84118958248948
98,6.362146985877772,3.855593722705639,9.180583645461834,1.1144707050403524,2.0624329480350214,5.654777361831079,3.0584514389202067,9.446107210202417,4.446715943547882,3.5875598189138644,9.514364727135508,-19.24442850746219,7.359337537530635,-3.690135906672266
99,6.492785379899601,3.402059943893936,7.801674745611942,0.7180572328485457,7.564654288546853,9.792982819051833,5.970693792618996,0.8719234863478409,5.027923578912126,0.5444746774421072,3.203540872057405,-24.639014519242615,-3.7322872772830467,-13.410539037347224
100,2.0473330541404744,6.607276163025216,1.5464402349568662,2.160546289784043,5.100746339074481,4.989539483028146,6.046368620086908,5.099950082794486,2.172080067964882,7.873542018595954,8.983952080088066,-7.645851453278973,1.3685246987790882,-28.5740105594543
101,1.5345988644787745,7.380577008650641,6.511190063081942,6.882682193078037,3.0238926692683954,1.6714475761810588,7.207897232955834,4.033486839793028,4.38134843168188,0.47971229101547386,4.290432947970451,-8.938799990704197,1.0065192515544783,-23.683215361360276
102,5.869783984533134,3.8688785069547507,3.1598839188297245,1.2514617703040698,7.081909209377204,5.915486371421279,7.04631229547561,5.561922594878077,8.16996209240825,2.2340836992778215,12.012705863741502,-23.661580156210924,-4.018195235632494,-19.740178945408573
103,3.511070096575084,6.44559953794373,7.320198396726462,1.7958518960096004,1.5167078621168295,5.419529999449341,1.6872660309160026,7.966524378062098,7.395423689597592,5.161638578408373,7.979031593463563,-18.446856748989102,3.7963249056127837,-4.5687958990960915
104,5.879816557810641,4.651703832638106,8.089132641901516,9.801336703105381,1.8955087152129746,4.909819719859792,9.316619417574486,2.7971864251207554,7.1831695828288105,9.734753152859188,8.974235351717288,-13.16016715102249,9.644998702208438,-18.372307614806793
105,8.694463382083967,8.216754398490787,5.979994867505311,5.054758514213999,2.891181890485368,0.9288017069699628,1.6536749614340418,4.7953037165149945,5.045116438924558,1.1519529031290587,11.897096203498478,-5.747472306063386,-8.810535303127283,-9.019878174767406
106,7.363814113617129,1.1624568109703481,8.271535834985958,4.888575296381118,3.629039184337026,3.196139439576414,9.453411015946557,3.2224999229542863,3.588060848973198,5.399251559648426,8.53235765786479,-14.450736651787764,-6.815596115187241,-31.662709177108564
107,2.582322760983385,6.151706991852427,1.9077803925200765,0.3110921843887249,4.870089182826263,1.0980910970722058,6.865159262837961,1.7897250942829923,6.094405137319672,1.6704120061099548,3.5395903729919658,-10.585754534786258,-7.41586610955239,-32.77529164018156
108,2.2224829282690473,7.274034701674747,1.8731803715376416,3.4085179714655967,4.761795989428984,3.448909968941626,0.9522328903798272,8.600306356446577,6.095435222579625,6.53988274418689,13.146671610951085,-9.095195092409945,-0.6674954724785902,-14.442108241122341
109,5.081220762065286,5.277573436995258,8.20498938262509,0.7294508837932823,3.077844400534305,6.748084536501025,8.16612266423672,7.295354666950015,3.6248253003110245,9.267962863613413,7.13770559222527,-19.479419207505085,8.008688514648533,-13.415439471366518
110,4.708033227986888,0.5757882319261876,0.832176537921534,5.538022673640923,0.2940225245450545,4.93987123218419,6.7833484707486615,9.864958163751899,5.909353176638298,9.83777434968211,16.818165855017366,-6.405226281031844,3.5381166088819653,-20.315617360767906
111,1.2123322449032592,8.473460205506115,3.632419125816766,9.897108443790565,7.763534972281876,3.049957672703416,3.0605733643292385,5.463620935002227,1.4157579794665087,2.6929420564651405,14.218437437346955,-10.420829348175138,-5.664639427370307,-18.177408834360623
112,7.248942929361339,5.197522011196309,4.258755840015549,1.6992534133901338,5.99414953463527,3.504020149384084,8.667887648907007,7.831005900557615,8.301649085455683,7.907577773364886,14.68214279109675,-14.957693589719332,2.6435764702496125,-16.89450583651471
113,3.6073098043645935,9.373381870502854,0.8568760328630343,0.8225932481330955,7.329538358816475,8.13356971861088,9.06086633086232,7.520695269602906,2.637942517359988,5.97189427385493,10.418179156692034,-19.876806447762984,6.573199512543535,-22.276509171483752
114,6.172832442072668,8.981640374830008,6.66027334703577,4.342779091133816,5.718743735965569,5.338906496776986,5.305807586118626,1.0354314715489554,4.687491455228157,9.980248788291131,7.756130153429058,-14.576601222470629,1.9786229313260584,-16.159812805723956
115,6.358918897526027,4.252149106014547,7.816303028906365,3.086412503856417,5.851127010391684,7.699243539361381,3.8090038726288866,0.1411713373072443,2.1589422291669624,0.34393648952141254,3.4682517279183256,-24.833382807976093,-2.64595407478321,-9.659484538629115
